id,title,year,rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,rtPictureURL
2501,October Sky,1999,october_sky,7.6,70,63,7,90,7.2,14,12,2,85,3.6,12678,84,http://content9.flixster.com/movie/10/90/79/10907951_det.jpg
2502,Office Space,1999,office_space,6.8,88,70,18,79,6.4,24,17,7,70,4,78802,92,http://content6.flixster.com/movie/26/77/267704_det.jpg
2503,Sib,1998,the-apple-sib,7,20,16,4,80,8.2,5,5,0,100,3.7,409,77,http://content6.flixster.com/movie/54/93/28/5493284_det.jpg
2504,200 Cigarettes,1999,200_cigarettes,4.5,57,17,40,29,3.9,19,5,14,26,3,5146,54,http://content9.flixster.com/movie/27/52/275211_det.jpg
2505,8MM,1999,8mm,4.2,78,17,61,21,3.1,21,2,19,9,3,14973,56,http://content6.flixster.com/movie/27/13/271392_det.jpg
2506,The Other Sister,1999,other_sister,4.7,48,14,34,29,4.6,13,4,9,30,3.3,8954,68,http://content9.flixster.com/movie/10/85/05/10850507_det.jpg
2507,Breakfast of Champions,1999,breakfast_of_champions,4.2,44,11,33,25,3.4,13,1,12,7,2.5,1509,31,http://content6.flixster.com/movie/10/88/32/10883264_det.jpg
2508,The Break-Up,2006,break_up,5,187,62,125,33,4.5,40,8,32,20,3.1,107481,52,http://content8.flixster.com/movie/10/89/28/10892870_det.jpg
2509,Eight Days a Week,1997,eight_days_a_week,3.8,9,2,7,22,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/89/50/10895035_det.jpg
2510,Just the Ticket,1999,just_the_ticket,4.5,10,2,8,20,0,3,0,3,0,3,410,41,http://content8.flixster.com/movie/10/87/62/10876210_det.jpg
2511,The Long Goodbye,1973,,8.2,24,23,1,95,0,2,2,0,100,4,2667,88,http://content8.flixster.com/movie/27/12/271202_det.jpg
2512,Narayama-bushi kô,1983,ballad_of_narayama,8.2,9,9,0,100,0,1,1,0,100,4.3,634,91,http://content9.flixster.com/movie/54/85/56/5485567_det.jpg
2513,Pet Sematary,1989,pet_sematary,5.2,18,9,9,50,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/89/14/10891447_det.jpg
2514,Pet Sematary II,1992,pet_sematary_ii,4,16,5,11,31,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/27/33/273307_det.jpg
2515,Children of the Corn II: The Final Sacrifice,1992,children_of_the_corn_ii_the_final_sacrifice,2.3,8,2,6,25,0,1,0,1,0,2.8,2650,39,http://content6.flixster.com/movie/10/91/84/10918488_det.jpg
2516,Children of the Corn III: Urban Harvest,1995,children_of_the_corn_iii_urban_harvest,0,1,0,1,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/91/84/10918482_det.jpg
2517,Christine,1983,christine,5.7,21,14,7,66,0,4,1,3,25,3.2,10394,63,http://content7.flixster.com/movie/27/27/272713_det.jpg
2518,Night Shift,1982,night_shift,6.4,19,17,2,89,0,2,1,1,50,3.2,1720,55,http://content7.flixster.com/movie/27/12/271213_det.jpg
2519,House on Haunted Hill,1999,1093881-house_on_haunted_hill,4.4,53,13,40,24,3.5,11,2,9,18,2.9,13288,49,http://content9.flixster.com/movie/10/83/95/10839519_det.jpg
2520,Airport,1970,airport,5.9,13,9,4,69,0,1,0,1,0,3.1,2253,48,http://content8.flixster.com/movie/25/28/252814_det.jpg
2521,Airport 1975,1974,airport_1975,4.8,12,4,8,33,0,1,0,1,0,2.9,1688,36,http://content8.flixster.com/movie/10/86/72/10867214_det.jpg
2522,Airport '77,1977,id-1977,0,0,0,0,0,0,0,0,0,0,0,0,0,http://images.rottentomatoescdn.com/images/defaults/poster_default.gif
2523,Rollercoaster,1977,1017815-rollercoaster,6,6,3,3,50,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/26/40/264019_det.jpg
2524,The Towering Inferno,1974,towering_inferno,6.4,19,15,4,78,0,1,1,0,100,3.3,4474,67,http://content6.flixster.com/movie/10/91/66/10916636_det.gif
2525,Albino Alligator,1996,albino_alligator,5.5,17,8,9,47,5.4,6,2,4,33,3,1198,42,http://content8.flixster.com/movie/10/83/84/10838426_det.jpg
2526,Meteor,1979,1013772-meteor,3.6,11,1,10,9,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/98/66/17/9866171_det.jpg
2527,Westworld,1973,westworld,7.1,30,27,3,90,0,3,3,0,100,3.5,4334,68,http://content6.flixster.com/movie/26/56/265600_det.jpg
2528,Logan's Run,1976,logans_run,6.2,27,19,8,70,0,3,2,1,66,3.3,9250,65,http://content8.flixster.com/movie/26/47/264710_det.jpg
2529,Planet of the Apes,1968,1016397-planet_of_the_apes,7.4,44,39,5,88,5.5,5,3,2,60,3.4,12844,80,http://content7.flixster.com/movie/11/14/82/11148265_det.jpg
2530,Beneath the Planet of the Apes,1970,beneath_the_planet_of_the_apes,5.3,22,9,13,40,0,1,0,1,0,3,4261,46,http://content7.flixster.com/movie/10/94/47/10944737_det.jpg
2531,Battle for the Planet of the Apes,1973,battle_for_the_planet_of_the_apes,4.7,24,9,15,37,0,2,0,2,0,2.9,3262,38,http://content9.flixster.com/movie/10/94/47/10944739_det.jpg
2532,Conquest of the Planet of the Apes,1972,conquest_of_the_planet_of_the_apes,5.5,18,8,10,44,0,2,1,1,50,3,3697,49,http://content6.flixster.com/movie/10/94/47/10944736_det.jpg
2533,Escape from the Planet of the Apes,1971,escape_from_the_planet_of_the_apes,5.7,23,18,5,78,0,2,2,0,100,3,3852,49,http://content9.flixster.com/movie/10/94/47/10944735_det.jpg
2534,Avalanche Alley,2001,avalanche_alley,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/19/87/10198766_det.jpg
2535,10.5,2004,105,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/92/16/10921679_det.jpg
2536,The Concorde... Airport '79,1979,concorde_airport_79,4.3,5,1,4,20,0,2,1,1,50,2.5,369,23,http://content6.flixster.com/movie/10/86/72/10867212_det.jpg
2537,Beyond the Poseidon Adventure,1979,beyond_the_poseidon_adventure,0,2,0,2,0,0,1,0,1,0,2.7,1212,33,http://content6.flixster.com/movie/10/93/20/10932028_det.jpg
2538,Dancemaker,1998,dancemaker,7.9,10,9,1,90,0,2,2,0,100,0,0,0,http://content9.flixster.com/movie/10/94/54/10945419_det.jpg
2539,Analyze This,1999,analyze_this,6.4,101,69,32,68,6,22,14,8,63,3.1,15881,57,http://content6.flixster.com/movie/27/09/270996_det.jpg
2540,The Corruptor,1999,corruptor,5.3,46,22,24,47,5.7,15,8,7,53,3,2255,43,http://content7.flixster.com/movie/27/57/275717_det.jpg
2541,Cruel Intentions,1999,cruel_intentions,5.3,76,36,40,47,4.7,24,9,15,37,3.4,56824,79,http://content8.flixster.com/movie/11/12/58/11125862_det.jpg
2542,"Lock, Stock and Two Smoking Barrels",1998,,6.8,51,37,14,72,5.9,14,8,6,57,4,81696,92,http://content6.flixster.com/movie/10/51/33/10513304_det.jpg
2543,Six Ways to Sunday,1997,six-ways-to-sunday,4.8,10,4,6,40,0,1,0,1,0,3.3,459,58,http://content6.flixster.com/movie/27/80/278092_det.jpg
2544,L'école de la chair,1998,school_of_flesh,6.1,18,13,5,72,0,4,4,0,100,3.5,272,59,http://content9.flixster.com/movie/28/37/283715_det.jpg
2545,Relax... It's Just Sex,1998,relax_its_just_sex,5.9,16,8,8,50,0,3,2,1,66,3.4,732,64,http://content7.flixster.com/movie/28/36/283605_det.jpg
2546,The Deep End of the Ocean,1999,deep_end_of_the_ocean,5.8,33,14,19,42,5.2,7,1,6,14,3.2,2998,62,http://content9.flixster.com/movie/26/23/262315_det.jpg
2548,The Rage: Carrie 2,1999,a-fit-of-rage,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/84/85/10848535_det.jpg
2549,Wing Commander,1999,wing_commander,2.8,46,5,41,10,2.2,11,0,11,0,2.2,2768,26,http://content6.flixster.com/movie/11/11/98/11119824_det.jpg
2550,The Haunting,1999,1090789-haunting,3.7,87,15,72,17,3.1,24,3,21,12,2.7,10812,42,http://content7.flixster.com/movie/10/81/95/10819505_det.jpg
2551,Dead Ringers,1988,dead_ringers,7.7,35,29,6,82,5.7,6,3,3,50,3.6,4690,80,http://content6.flixster.com/movie/28/49/284996_det.jpg
2552,My Boyfriend's Back,1993,my_boyfriends_back,3.4,10,1,9,10,0,2,0,2,0,2.7,1035,43,http://content7.flixster.com/movie/26/21/262125_det.jpg
2553,Village of the Damned,1995,1061401-village_of_the_damned,4,30,9,21,30,4.2,5,2,3,40,2.7,4194,36,http://content6.flixster.com/movie/11/15/07/11150724_det.jpg
2554,Children of the Damned,1964,children_of_the_damned,5.6,12,9,3,75,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/46/78/04/4678048_det.jpg
2555,Baby Geniuses,1999,baby_geniuses,1.9,43,1,42,2,2.1,10,0,10,0,2.5,8215,32,http://content7.flixster.com/movie/10/09/74/10097481_det.jpg
2556,Telling You,1998,telling_you,5.6,5,1,4,20,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/28/18/281817_det.jpg
2557,Seul contre tous,1998,i_stand_alone,7.7,20,17,3,85,0,2,2,0,100,3.9,1587,82,http://content8.flixster.com/movie/10/92/06/10920666_det.jpg
2558,Forces of Nature,1999,forces_of_nature,5.3,63,29,34,46,4.7,18,6,12,33,2.6,7489,37,http://content8.flixster.com/movie/26/02/260294_det.jpg
2559,The King and I,1956,1011605-king_and_i,8.2,19,19,0,100,0,1,1,0,100,3.6,12939,79,http://content9.flixster.com/movie/10/93/55/10935535_det.jpg
2560,Ravenous,1999,ravenous,5.5,36,14,22,38,5.2,6,2,4,33,3.6,4588,78,http://content6.flixster.com/movie/27/15/271516_det.jpg
2561,True Crime,1999,1084928-true_crime,6,38,20,18,52,6.8,6,5,1,83,3.2,2873,51,http://content6.flixster.com/movie/27/47/274704_det.jpg
2562,Bandits,2001,bandits,6.1,136,86,50,63,5.9,34,20,14,58,3.1,9238,56,http://content8.flixster.com/movie/25/90/259014_det.jpg
2563,Dangerous Beauty,1998,dangerous_beauty,6.4,26,18,8,69,6.8,7,5,2,71,4.1,2764,87,http://content9.flixster.com/movie/10/88/40/10884011_det.jpg
2565,The King and I,1956,1011605-king_and_i,8.2,19,19,0,100,0,1,1,0,100,3.6,12939,79,http://content9.flixster.com/movie/10/93/55/10935535_det.jpg
2566,Doug's 1st Movie,1999,dougs-first-movie,4.6,32,8,24,25,4.4,9,3,6,33,2.9,1446,43,http://content9.flixster.com/movie/10/92/34/10923411_det.jpg
2567,Edtv,1999,edtv,6.3,42,26,16,61,6.2,7,3,4,42,2.6,8130,31,http://content8.flixster.com/movie/26/08/260802_det.jpg
2568,The Mod Squad,1999,mod_squad,3,51,2,49,3,3.4,13,1,12,7,2.4,1890,21,http://content7.flixster.com/movie/10/90/66/10906641_det.jpg
2569,Among Giants,1998,among_giants,5.5,19,11,8,57,0,4,2,2,50,3.2,111,33,http://content9.flixster.com/movie/88/17/07/8817071_det.jpg
2570,A Walk on the Moon,1999,walk_on_the_moon,6.7,35,25,10,71,6.6,6,4,2,66,3.4,2848,67,http://content8.flixster.com/movie/26/82/268206_det.jpg
2571,The Matrix,1999,matrix,7.4,125,108,17,86,6.2,28,19,9,67,3.6,207333,81,http://content7.flixster.com/movie/16/90/52/1690525_det.jpg
2572,10 Things I Hate About You,1999,,6,58,34,24,58,6.3,12,7,5,58,3.3,207830,69,http://content8.flixster.com/movie/11/15/34/11153458_det.jpg
2573,Tango,1998,1084081-tango,6.8,20,14,6,70,8.5,5,4,1,80,3.9,767,82,http://content9.flixster.com/movie/10/88/99/10889971_det.jpg
2574,The Out-of-Towners,1999,1087047-outoftowners,5,34,8,26,23,4.9,5,1,4,20,2.6,2186,33,http://content6.flixster.com/movie/26/24/262496_det.jpg
2575,La vie rêvée des anges,1998,dreamlife_of_angels,7.6,42,39,3,92,8,13,13,0,100,3.9,1181,83,http://content8.flixster.com/movie/10/89/39/10893934_det.jpg
2576,"Love, etc.",1996,love_etc,0,4,2,2,50,0,1,1,0,100,3.2,217,54,http://content6.flixster.com/movie/30/78/307828_det.jpg
2577,Metroland,1997,metroland,6.4,27,17,10,62,0,4,3,1,75,3.3,1014,55,http://content6.flixster.com/movie/10/07/07/10070744_det.jpg
2578,The Sticky Fingers of Time,1997,sticky_fingers_of_time,6.2,5,4,1,80,0,2,2,0,100,3,247,48,http://content8.flixster.com/movie/30/88/308802_det.jpg
2579,Following,1998,following,7.1,21,16,5,76,0,3,1,2,33,3.8,7121,85,http://content6.flixster.com/movie/27/19/271928_det.jpg
2580,Go,1999,1087053-go,7.6,72,66,6,91,7,19,15,4,78,3.2,8608,72,http://content9.flixster.com/movie/96/21/35/9621359_det.jpg
2581,Never Been Kissed,1999,never_been_kissed,5.7,79,44,35,55,5.4,25,12,13,48,3.3,53088,70,http://content8.flixster.com/movie/26/46/264622_det.jpg
2582,Shuang long hui,1992,twin-dragons,5.1,37,16,21,43,4.5,7,3,4,42,3.1,3144,55,http://content9.flixster.com/movie/26/13/261391_det.jpg
2583,Cookie's Fortune,1999,cookies_fortune,7.5,55,47,8,85,7.4,12,11,1,91,3.2,1364,57,http://content7.flixster.com/movie/26/33/263325_det.jpg
2584,Foolish Wives,1922,foolish-wives,9,7,7,0,100,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/93/43/10934300_det.jpg
2585,Los amantes del Círculo Polar,1998,lovers_of_the_arctic_circle,7,23,19,4,82,0,4,4,0,100,4.3,3613,92,http://content6.flixster.com/movie/20/53/11/2053116_det.jpg
2586,Goodbye Lover,1998,goodbye_lover,4.7,33,10,23,30,3.6,10,1,9,10,2.9,457,35,http://content7.flixster.com/movie/27/57/275729_det.jpg
2587,Waking Life,2001,waking_life,7.4,137,109,28,79,7.6,32,26,6,81,4,17715,87,http://content6.flixster.com/movie/26/70/267000_det.jpg
2589,Friends & Lovers,1999,lovers-and-friends,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/87/56/10875646_det.jpg
2590,Hideous Kinky,1998,hideous_kinky,5.9,34,21,13,61,0,4,3,1,75,3.3,2069,56,http://content7.flixster.com/movie/27/38/273809_det.jpg
2591,Jeanne et le garçon formidable,1998,jeanne-and-the-perfect-guy,5.8,5,3,2,60,0,2,2,0,100,3.3,323,55,http://content9.flixster.com/movie/11/14/85/11148555_det.jpg
2593,Il mostro,1994,1074910-monster,5.8,10,4,6,40,0,1,0,1,0,3.8,1005,78,http://content6.flixster.com/movie/10/89/45/10894520_det.jpg
2594,Abre los ojos,1997,open-your-eyes,7.4,45,38,7,84,6.9,8,6,2,75,3.9,11790,85,http://content9.flixster.com/movie/11/12/75/11127527_det.jpg
2595,Fotoamator,1998,,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2596,SLC Punk!,1998,slc_punk,5.6,31,19,12,61,6.2,5,3,2,60,3.8,9837,89,http://content7.flixster.com/movie/26/96/269621_det.jpg
2597,Lost & Found,1999,1087050-lost_and_found,3.6,52,7,45,13,2.8,18,0,18,0,2.5,1416,30,http://content9.flixster.com/movie/11/15/13/11151339_det.jpg
2598,Pushing Tin,1999,pushing_tin,5.6,65,32,33,49,5.5,16,8,8,50,2.9,5381,43,http://content8.flixster.com/movie/27/16/271610_det.jpg
2599,Election,1999,election,7.8,101,93,8,92,7.7,23,21,2,91,3.3,11134,72,http://content9.flixster.com/movie/28/43/284319_det.jpg
2600,eXistenZ,1999,existenz,6.7,62,44,18,70,5.7,10,5,5,50,3.2,10592,65,http://content7.flixster.com/movie/26/87/268709_det.jpg
2601,A Little Bit of Soul,1998,little_bit_of_soul,0,4,2,2,50,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/87/32/10873203_det.jpg
2602,Xing xing wang,1977,the-mighty-peking-man,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/10/85/66/10856648_det.jpg
2603,Revolutionary Road,2008,revolutionary_road,6.7,194,133,61,68,6.9,36,25,11,69,3.5,46044,70,http://content8.flixster.com/movie/10/88/40/10884042_det.jpg
2604,Let It Come Down: The Life of Paul Bowles,1998,let_it_come_down_the_life_of_paul_bowles,0,3,3,0,100,0,2,2,0,100,3,172,45,http://content9.flixster.com/movie/30/68/306815_det.jpg
2605,Entrapment,1999,entrapment,5.2,80,30,50,37,4.7,18,7,11,38,3,17343,57,http://content8.flixster.com/movie/26/39/263902_det.jpg
2606,Idle Hands,1999,idle_hands,3.4,53,8,45,15,3,17,1,16,5,2.9,8232,57,http://content8.flixster.com/movie/10/87/43/10874314_det.jpg
2607,Get Real,1998,get_real,6.4,45,35,10,77,6.4,13,10,3,76,3.8,2164,79,http://content9.flixster.com/movie/27/09/270907_det.jpg
2609,Bian Lian,1996,the-king-of-masks,7.4,18,16,2,88,7.7,5,5,0,100,4.1,775,88,http://content8.flixster.com/movie/29/36/293698_det.jpg
2610,Three Seasons,1999,three_seasons_1999,6.7,30,24,6,80,0,4,4,0,100,0,0,0,http://content6.flixster.com/movie/12/80/57/1280576_det.jpg
2611,The Winslow Boy,1999,1087341-winslow_boy,7.9,35,34,1,97,8.2,6,6,0,100,3.6,768,70,http://content6.flixster.com/movie/25/19/251912_det.jpg
2612,Mildred Pierce,1945,mildred_pierce,7.6,30,26,4,86,0,2,2,0,100,4.1,2165,90,http://content7.flixster.com/movie/29/97/299713_det.jpg
2613,Night of the Comet,1984,night_of_the_comet,6.5,20,17,3,85,0,2,2,0,100,3.3,2733,57,http://content8.flixster.com/movie/14/81/67/1481678_det.jpg
2614,Chopping Mall,1986,chopping_mall,4.4,5,2,3,40,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/86/43/10864342_det.jpg
2615,My Science Project,1985,my_science_project,3.2,5,1,4,20,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/26/60/266022_det.jpg
2616,Dick Tracy,1990,1029314-dick_tracy,5.7,43,28,15,65,4.6,8,3,5,37,2.8,10803,44,http://content7.flixster.com/movie/10/86/72/10867225_det.jpg
2617,The Mummy,1999,1087270-mummy,5.7,81,44,37,54,5.1,17,7,10,41,3.4,79634,75,http://content9.flixster.com/movie/55/05/83/5505839_det.jpg
2618,The Castle,1997,the-castle,6.9,33,29,4,87,6.6,6,5,1,83,4.1,3419,91,http://content9.flixster.com/movie/26/92/269291_det.jpg
2619,Mascara,1987,1013470-mascara,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/89/46/10894674_det.jpg
2620,This Is My Father,1998,this_is_my_father,6.7,27,20,7,74,6,5,4,1,80,3.9,442,79,http://content9.flixster.com/movie/10/91/81/10918183_det.jpg
2621,Tian yu,1998,xiu_xiu_the_sent_down_girl,8,24,23,1,95,9,5,5,0,100,3.8,593,81,http://content9.flixster.com/movie/27/62/276223_det.jpg
2622,A Midsummer Night's Dream,1999,tales-of-the-night-fairies,0,0,0,0,0,0,0,0,0,0,0,0,0,http://images.rottentomatoescdn.com/images/defaults/poster_default.gif
2623,Trippin',1999,trippin,4.2,12,1,11,8,0,4,0,4,0,3.8,73,62,http://content6.flixster.com/movie/10/84/77/10847728_det.jpg
2624,Wandâfuru raifu,1998,after_life,6.9,22,18,4,81,0,4,4,0,100,4.1,1840,90,http://content8.flixster.com/movie/29/55/295522_det.jpg
2625,Hak hap,1996,black_mask,4.9,28,14,14,50,0,1,0,1,0,0,0,0,http://content7.flixster.com/movie/28/46/284617_det.jpg
2626,Edge of Seventeen,1998,edge-of-seventeen2000,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/85/21/10852115_det.jpg
2627,The Endurance: Shackleton's Legendary Antarctic Expedition,2000,the-endurance,7.7,65,62,3,95,7.9,24,24,0,100,3.8,415,79,http://content7.flixster.com/movie/25/13/251325_det.jpg
2628,Star Wars: Episode I - The Phantom Menace,1999,star-warpd,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/80/46/10804663_det.jpg
2629,The Love Letter,1999,phantom_love,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/10/98/41/10984126_det.jpg
2630,Besieged,1998,besieged,7,46,34,12,73,6.7,12,7,5,58,3.7,762,80,http://content8.flixster.com/movie/27/79/277914_det.jpg
2631,Frogs for Snakes,1998,frogs_for_snakes,4.4,10,3,7,30,0,2,0,2,0,3.4,141,50,http://content9.flixster.com/movie/10/98/26/10982667_det.jpg
2632,Rekopis znaleziony w Saragossie,1965,the-saragossa-manuscript,7.3,10,9,1,90,0,2,2,0,100,4.2,509,90,http://content7.flixster.com/movie/29/89/298913_det.jpg
2633,The Mummy,1999,1087270-mummy,5.7,81,44,37,54,5.1,17,7,10,41,3.4,79634,75,http://content9.flixster.com/movie/55/05/83/5505839_det.jpg
2634,The Mummy,1999,1087270-mummy,5.7,81,44,37,54,5.1,17,7,10,41,3.4,79634,75,http://content9.flixster.com/movie/55/05/83/5505839_det.jpg
2635,The Mummy's Curse,1944,mummys_curse,6.2,7,4,3,57,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/52/44/11/5244119_det.jpg
2636,The Mummy's Ghost,1944,mummys_ghost,0,4,2,2,50,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/52/44/37/5244370_det.jpg
2637,The Mummy's Hand,1940,mummys_hand,6.1,7,5,2,71,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/52/44/31/5244318_det.jpg
2638,The Mummy: Tomb of the Dragon Emperor,2008,mummy_tomb_of_the_dragon_emperor,3.7,161,21,140,13,3.7,32,3,29,9,3,79989,40,http://content8.flixster.com/movie/10/87/58/10875846_det.jpg
2639,Mommie Dearest,1981,mommie_dearest,5.6,30,17,13,56,4.8,5,2,3,40,3.6,3417,78,http://content8.flixster.com/movie/25/48/254822_det.jpg
2640,Superman,1978,superman_the_movie,8,52,49,3,94,7.4,6,5,1,83,3.5,39510,77,http://content7.flixster.com/movie/10/86/72/10867249_det.jpg
2641,Superman II,1980,superman_ii,7.4,41,36,5,87,8.4,5,5,0,100,3.2,30072,66,http://content9.flixster.com/movie/25/68/256815_det.jpg
2642,Superman III,1983,superman_iii,4.4,40,9,31,22,0,3,0,3,0,2.7,17727,39,http://content6.flixster.com/movie/26/36/263604_det.jpg
2643,Superman IV: The Quest for Peace,1987,superman_iv_the_quest_for_peace,2.8,30,3,27,10,3.2,5,1,4,20,2.5,13076,30,http://content8.flixster.com/movie/26/26/262698_det.jpg
2644,Dracula,1931,1006234-dracula,7.7,42,39,3,92,7.7,6,6,0,100,3.6,8598,76,http://content9.flixster.com/movie/29/22/292203_det.jpg
2646,House of Dracula,1945,house_of_dracula,5.7,7,4,3,57,0,1,0,1,0,3.1,1009,41,http://content8.flixster.com/movie/10/88/76/10887610_det.jpg
2647,House of Frankenstein,1944,,5.6,10,6,4,60,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/34/10/20/3410205_det.jpg
2648,Frankenstein,1931,1007818-frankenstein,8.5,38,38,0,100,7.8,5,5,0,100,3.6,7211,81,http://content8.flixster.com/movie/28/83/288310_det.jpg
2649,Son of Frankenstein,1939,son_of_frankenstein,7.3,18,17,1,94,0,2,2,0,100,0,0,0,http://content6.flixster.com/movie/34/10/21/3410212_det.jpg
2650,The Ghost of Frankenstein,1942,ghost_of_frankenstein,6.3,8,7,1,87,0,0,0,0,0,0,0,0,http://content7.flixster.com/movie/10/86/19/10861913_det.jpg
2651,Frankenstein Meets the Wolf Man,1943,frankenstein_meets_the_wolf_man,5.2,10,3,7,30,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/95/43/10954335_det.jpg
2652,The Curse of Frankenstein,1957,curse_of_frankenstein,7.6,7,7,0,100,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/30/20/302002_det.jpg
2653,Son of Dracula,1943,,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2654,The Wolf Man,1941,wolf_man,7.7,31,29,2,93,0,3,2,1,66,3.7,2541,77,http://content7.flixster.com/movie/10/95/43/10954333_det.jpg
2655,Howling II: Stirba - Werewolf Bitch,1985,howling_ii,3.1,6,1,5,16,0,1,0,1,0,2.5,1403,27,http://content6.flixster.com/movie/26/98/269892_det.jpg
2656,Tarantula,1955,tarantula,6.3,11,10,1,90,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/53/46/01/5346010_det.jpg
2657,The Rocky Horror Picture Show,1975,rocky_horror_picture_show,6.5,35,27,8,77,0,3,0,3,0,3.6,49873,85,http://content9.flixster.com/movie/10/86/90/10869035_det.jpg
2659,It Came from Hollywood,1982,it_came_from_hollywood,0,0,0,0,0,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/26/44/264411_det.jpg
2660,The Thing from Another World,1951,1021242-thing,7.7,26,23,3,88,0,2,1,1,50,3.6,2130,71,http://content6.flixster.com/movie/28/58/285828_det.jpg
2661,It Came from Outer Space,1953,it-came-from-outer-space,6.8,26,21,5,80,0,3,2,1,66,3.1,796,51,http://content7.flixster.com/movie/25/13/251313_det.jpg
2662,War of the Worlds,2005,war_of_the_worlds,7,244,178,66,72,6.7,42,28,14,66,2.9,162092,45,http://content8.flixster.com/movie/10/86/82/10868202_det.jpg
2663,It Came from Beneath the Sea,1955,it_came_from_beneath_the_sea,6,7,5,2,71,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/10/87/84/10878439_det.jpg
2664,Invasion of the Body Snatchers,1956,1010678-invasion_of_the_body_snatchers,8.9,36,36,0,100,0,2,2,0,100,3.6,3820,81,http://content8.flixster.com/movie/10/95/44/10954478_det.jpg
2665,Earth vs. the Flying Saucers,1956,earth_vs_the_flying_saucers,5.7,13,9,4,69,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/28/63/286324_det.jpg
2666,It Conquered the World,1956,it_conquered_the_world,5.6,5,4,1,80,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/54/38/31/5438315_det.jpg
2667,The Mole People,1956,mole_people,0,4,1,3,25,0,0,0,0,0,0,0,0,http://content9.flixster.com/movie/84/00/67/8400679_det.jpg
2668,Swamp Thing,1982,swamp_thing,5.8,26,18,8,69,0,3,1,2,33,2.7,3423,34,http://content6.flixster.com/movie/10/90/44/10904464_det.jpg
2669,Pork Chop Hill,1959,pork_chop_hill,0,4,4,0,100,0,0,0,0,0,0,0,0,http://content6.flixster.com/movie/29/88/298892_det.jpg
2670,Run Silent Run Deep,1958,run_silent_run_deep,7,7,7,0,100,0,0,0,0,0,0,0,0,http://content8.flixster.com/movie/29/23/292326_det.jpg
2671,Notting Hill,1999,notting_hill,7.1,97,80,17,82,6.8,28,21,7,75,3.3,85951,74,http://content9.flixster.com/movie/25/41/254107_det.jpg
2672,The Thirteenth Floor,1999,1089671-13th_floor,4.5,61,17,44,27,3.8,18,3,15,16,3,5631,61,http://content6.flixster.com/movie/10/87/41/10874152_det.jpg
2673,Mia aioniotita kai mia mera,1998,eternity_and_a_day,7.2,21,20,1,95,7.2,6,5,1,83,4.3,1029,91,http://content9.flixster.com/movie/91/04/04/9104047_det.jpg
2674,The Loss of Sexual Innocence,1999,loss_of_sexual_innocence,4.8,29,13,16,44,7,5,4,1,80,3.3,449,60,http://content7.flixster.com/movie/10/94/29/10942945_det.gif
2675,The Man with Rain in His Shoes,1998,twice_upon_a_yesterday,4.8,21,6,15,28,0,3,1,2,33,3.3,477,55,http://content9.flixster.com/movie/10/87/83/10878363_det.jpg
